,Model,Year,Price,Transmission,Mileage,Fuel_type,Tax,Fuel_cons_mpg,Engine_size,Automatic,Manual,Semi-Auto
2967, 2 Series,2019,20450,Manual,10,2,145,42.8,1.5,0,1,0
2968, 3 Series,2014,11698,Manual,21798,1,20,68.9,2.0,0,1,0
2969, 3 Series,2016,18998,Semi-Auto,33087,1,160,51.4,3.0,0,0,1
2970, 2 Series,2017,14998,Semi-Auto,38576,1,145,68.9,1.5,0,0,1
2971, 1 Series,2017,21498,Semi-Auto,18836,2,150,39.8,3.0,0,0,1
2972, 7 Series,2017,30998,Semi-Auto,22879,2,205,40.4,3.0,0,0,1
2973, 1 Series,2016,18498,Semi-Auto,38964,2,205,39.8,3.0,0,0,1
2974, 3 Series,2019,24998,Semi-Auto,11904,1,145,60.1,2.0,0,0,1
2975, 1 Series,2019,19998,Semi-Auto,7222,2,150,47.9,2.0,0,0,1
2976, 3 Series,2019,24450,Semi-Auto,8196,1,145,62.8,2.0,0,0,1
2977, 3 Series,2019,22990,Manual,1122,1,145,60.1,2.0,0,1,0
2978, 4 Series,2019,27990,Semi-Auto,9529,1,145,60.1,2.0,0,0,1
2979, 3 Series,2019,28450,Semi-Auto,1951,1,145,52.3,2.0,0,0,1
2980, 4 Series,2019,25490,Semi-Auto,3516,2,145,48.7,2.0,0,0,1
2981, 5 Series,2019,33890,Semi-Auto,2096,1,145,53.3,3.0,0,0,1
2982, 4 Series,2019,26450,Semi-Auto,2924,2,145,48.7,2.0,0,0,1
2983, M4,2019,39990,Semi-Auto,7603,2,145,32.5,3.0,0,0,1
2984, 4 Series,2019,24975,Semi-Auto,11324,1,145,65.7,2.0,0,0,1
2985, 5 Series,2019,26790,Semi-Auto,10389,1,145,65.7,2.0,0,0,1
2986, 5 Series,2019,26350,Semi-Auto,11301,1,145,65.7,2.0,0,0,1
2987, X1,2019,25450,Semi-Auto,7549,2,145,40.9,1.5,0,0,1
2988, 1 Series,2017,13995,Semi-Auto,39714,1,145,67.3,2.0,0,0,1
2989, 2 Series,2019,21590,Semi-Auto,10199,2,145,47.9,2.0,0,0,1
2990, 1 Series,2017,16480,Manual,21344,1,145,62.8,2.0,0,1,0
2991, X1,2019,21480,Semi-Auto,7970,2,145,46.3,1.5,0,0,1
2992, 1 Series,2020,23450,Manual,2400,2,145,44.1,1.5,0,1,0
2993, 1 Series,2014,12991,Manual,71301,2,300,35.3,3.0,0,1,0
2994, 4 Series,2014,11991,Manual,50757,2,165,46.3,2.0,0,1,0
2995, 3 Series,2014,13950,Automatic,31098,1,30,62.8,2.0,1,0,0
2996, 5 Series,2019,23775,Semi-Auto,4447,2,145,50.4,2.0,0,0,1
2997, 1 Series,2019,18875,Semi-Auto,2406,1,145,68.9,1.5,0,0,1
2998, X4,2018,43990,Semi-Auto,12,1,145,42.8,2.0,0,0,1
2999, 3 Series,2019,24440,Semi-Auto,12,1,145,64.2,2.0,0,0,1
3000, 3 Series,2019,24440,Semi-Auto,12,1,145,60.1,2.0,0,0,1
3001, 1 Series,2019,29790,Semi-Auto,12,2,145,39.8,3.0,0,0,1
3002, 1 Series,2019,29880,Semi-Auto,12,2,145,39.8,3.0,0,0,1
3003, 5 Series,2018,30990,Semi-Auto,12,1,145,49.6,2.0,0,0,1
3004, 1 Series,2019,15980,Manual,8359,1,145,72.4,1.5,0,1,0
3005, 2 Series,2019,29975,Semi-Auto,8027,2,145,38.2,3.0,0,0,1
3006, 4 Series,2019,23775,Manual,8293,1,145,62.8,2.0,0,1,0
3007, 5 Series,2019,31775,Semi-Auto,579,1,145,60.1,2.0,0,0,1
3008, Z4,2019,34980,Semi-Auto,8004,2,145,37.2,2.0,0,0,1
3009, 5 Series,2019,26790,Semi-Auto,6110,1,145,65.7,2.0,0,0,1
3010, X1,2018,21980,Semi-Auto,10708,1,145,60.1,2.0,0,0,1
3011, 3 Series,2020,32990,Semi-Auto,1125,1,145,50.4,2.0,0,0,1
3012, 7 Series,2019,48995,Semi-Auto,7315,1,145,42.2,3.0,0,0,1
3013, 3 Series,2019,27450,Semi-Auto,6038,2,145,42.2,2.0,0,0,1
3014, X3,2019,33990,Semi-Auto,2538,1,145,54.3,2.0,0,0,1
3015, 3 Series,2019,17480,Semi-Auto,20671,2,150,51.4,1.5,0,0,1
3016, 3 Series,2019,17480,Semi-Auto,22539,2,150,51.4,1.5,0,0,1
3017, 3 Series,2019,21590,Semi-Auto,20000,2,150,47.9,2.0,0,0,1
3018, 3 Series,2019,21590,Semi-Auto,23000,2,150,44.8,2.0,0,0,1
3019, 1 Series,2020,23590,Manual,1104,1,145,53.3,2.0,0,1,0
3020, X1,2017,20450,Semi-Auto,25725,1,145,55.4,2.0,0,0,1
3021, M2,2019,44990,Semi-Auto,4358,2,145,29.1,3.0,0,0,1
3022, 3 Series,2019,23990,Semi-Auto,8389,2,145,47.9,2.0,0,0,1
3023, 3 Series,2016,13890,Semi-Auto,45252,1,30,65.7,2.0,0,0,1
3024, X5,2019,46990,Semi-Auto,2754,1,145,37.7,3.0,0,0,1
3025, 4 Series,2019,24450,Semi-Auto,10831,1,145,65.7,2.0,0,0,1
3026, M4,2015,27590,Manual,27489,2,325,31.0,3.0,0,1,0
3027, 2 Series,2014,11990,Semi-Auto,35000,1,30,65.7,2.0,0,0,1
3028, X3,2017,17380,Semi-Auto,64648,1,145,54.3,2.0,0,0,1
3029, 2 Series,2018,20380,Semi-Auto,4172,2,145,47.9,2.0,0,0,1
3030, 3 Series,2019,21590,Semi-Auto,26000,2,150,47.9,2.0,0,0,1
3032, 3 Series,2019,21590,Semi-Auto,23000,2,150,47.9,2.0,0,0,1
3033, 3 Series,2019,21590,Semi-Auto,27000,2,150,47.9,2.0,0,0,1
3034, 4 Series,2019,19890,Semi-Auto,22000,2,150,48.7,2.0,0,0,1
3035, 4 Series,2018,20590,Semi-Auto,17000,2,150,48.7,2.0,0,0,1
3036, 3 Series,2019,26480,Semi-Auto,6012,1,150,52.3,2.0,0,0,1
3037, 3 Series,2019,25900,Semi-Auto,6486,2,150,42.2,2.0,0,0,1
3038, X1,2013,10295,Semi-Auto,63993,1,160,52.3,2.0,0,0,1
3039, 4 Series,2015,15995,Automatic,47822,1,30,65.7,2.0,1,0,0
3040, X1,2016,17998,Semi-Auto,34813,1,145,55.4,2.0,0,0,1
3041, 1 Series,2017,21498,Semi-Auto,25630,2,145,39.8,3.0,0,0,1
3042, 6 Series,2019,35980,Semi-Auto,8004,1,145,47.9,3.0,0,0,1
3043, X3,2019,35980,Semi-Auto,8088,1,145,54.3,2.0,0,0,1
3044, 5 Series,2018,26220,Semi-Auto,19504,1,145,46.3,2.0,0,0,1
3045, X5,2020,59993,Semi-Auto,500,1,145,37.7,3.0,0,0,1
3046, 2 Series,2020,28993,Semi-Auto,500,1,145,67.3,2.0,0,0,1
3047, X2,2020,29993,Semi-Auto,500,2,145,38.7,2.0,0,0,1
3048, 1 Series,2019,20980,Manual,2985,2,150,44.1,1.5,0,1,0
3049, 1 Series,2019,20980,Manual,6553,2,150,44.1,1.5,0,1,0
3050, 2 Series,2017,12900,Manual,47301,1,20,74.3,1.5,0,1,0
3051, X1,2017,14600,Manual,39460,1,150,68.9,2.0,0,1,0
3052, X1,2017,14600,Manual,41334,1,20,68.9,2.0,0,1,0
3053, X3,2019,29980,Semi-Auto,6231,1,145,54.3,2.0,0,0,1
3054, 1 Series,2019,15940,Manual,7913,2,145,53.3,1.5,0,1,0
3055, 4 Series,2019,31480,Semi-Auto,7217,1,145,47.9,3.0,0,0,1
3056, 1 Series,2015,16491,Manual,27411,2,305,35.3,3.0,0,1,0
3057, X2,2019,30700,Semi-Auto,14352,2,150,34.0,2.0,0,0,1
3058, 3 Series,2017,20999,Semi-Auto,27500,1,145,56.5,3.0,0,0,1
3059, 2 Series,2020,32993,Semi-Auto,500,1,145,47.1,2.0,0,0,1
3060, X3,2020,39993,Semi-Auto,500,1,145,54.3,2.0,0,0,1
3061, X4,2020,48993,Semi-Auto,500,2,145,26.9,3.0,0,0,1
3062, Z4,2020,33993,Semi-Auto,603,2,145,38.7,2.0,0,0,1
3063, 2 Series,2019,20450,Semi-Auto,3422,1,145,65.7,2.0,0,0,1
3064, 3 Series,2019,22480,Manual,5567,1,145,56.5,2.0,0,1,0
3065, 3 Series,2019,24475,Semi-Auto,12991,1,145,48.7,2.0,0,0,1
3066, 7 Series,2019,51990,Semi-Auto,4279,1,145,41.5,3.0,0,0,1
3067, X7,2019,67990,Semi-Auto,6331,2,145,24.8,3.0,0,0,1
3068, 4 Series,2019,24940,Semi-Auto,112,2,145,45.6,2.0,0,0,1
3069, 2 Series,2019,23980,Manual,110,1,145,60.1,2.0,0,1,0
3070, 3 Series,2013,11430,Semi-Auto,36578,2,160,44.8,2.0,0,0,1
3071, 1 Series,2016,18998,Manual,13857,2,260,36.2,3.0,0,1,0
3072, 3 Series,2019,28998,Manual,7441,1,150,54.3,2.0,0,1,0
3073, 3 Series,2018,17998,Semi-Auto,54762,2,150,48.7,2.0,0,0,1
3074, X1,2016,19998,Semi-Auto,11927,1,150,55.4,2.0,0,0,1
3075, 3 Series,2019,17480,Semi-Auto,20410,2,150,48.7,2.0,0,0,1
3076, 4 Series,2018,17980,Semi-Auto,27120,2,150,48.7,2.0,0,0,1
3077, 4 Series,2017,23290,Semi-Auto,28893,1,145,50.4,3.0,0,0,1
3078, 5 Series,2020,36993,Semi-Auto,500,3,145,49.6,2.0,0,0,1
3079, 5 Series,2016,18656,Semi-Auto,25695,1,160,51.4,3.0,0,0,1
3080, X5,2016,29570,Automatic,33541,1,200,47.1,3.0,1,0,0
3081, 3 Series,2016,20391,Semi-Auto,27547,1,150,53.3,3.0,0,0,1
3082, 5 Series,2017,22430,Semi-Auto,11333,1,150,65.7,2.0,0,0,1
3083, X1,2017,19371,Semi-Auto,21293,1,150,60.1,2.0,0,0,1
3084, 4 Series,2019,24390,Semi-Auto,6018,2,145,45.6,2.0,0,0,1
3085, 3 Series,2018,22110,Semi-Auto,26309,1,145,51.4,3.0,0,0,1
3086, 4 Series,2019,26190,Semi-Auto,7350,2,145,48.7,2.0,0,0,1
3087, 1 Series,2017,20990,Semi-Auto,17774,2,200,39.8,3.0,0,0,1
3088, 1 Series,2016,17890,Manual,26193,2,260,36.2,3.0,0,1,0
3089, 4 Series,2017,23760,Semi-Auto,17329,1,160,50.4,3.0,0,0,1
3090, 2 Series,2019,22600,Semi-Auto,3574,1,145,48.7,2.0,0,0,1
3091, 1 Series,2019,24500,Manual,4064,1,145,57.7,1.5,0,1,0
3092, 3 Series,2015,15541,Semi-Auto,79978,1,160,51.4,3.0,0,0,1
3093, 5 Series,2019,34500,Semi-Auto,1007,3,135,156.9,2.0,0,0,1
3094, 1 Series,2018,15291,Semi-Auto,19062,1,150,44.1,2.0,0,0,1
3095, 1 Series,2016,12741,Manual,23114,1,20,68.9,2.0,0,1,0
3096, 1 Series,2016,14991,Semi-Auto,17236,1,20,68.9,1.5,0,0,1
3097, 5 Series,2019,32250,Semi-Auto,1400,3,135,156.9,2.0,0,0,1
3098, 1 Series,2017,18471,Semi-Auto,8500,2,150,47.9,2.0,0,0,1
3099, 3 Series,2017,22290,Semi-Auto,19462,1,145,56.5,3.0,0,0,1
3100, X7,2019,74140,Semi-Auto,3300,1,145,33.6,3.0,0,0,1
3101, 2 Series,2019,18495,Semi-Auto,4568,1,145,52.3,2.0,0,0,1
3102, 4 Series,2017,22990,Semi-Auto,29607,1,160,50.4,3.0,0,0,1
3103, 1 Series,2019,26390,Semi-Auto,3667,2,145,40.4,1.5,0,0,1
3104, 2 Series,2019,23290,Semi-Auto,2801,2,145,47.9,2.0,0,0,1
3105, 4 Series,2019,30991,Semi-Auto,4762,2,145,41.5,3.0,0,0,1
3106, X3,2019,33980,Semi-Auto,1962,1,150,54.3,2.0,0,0,1
3107, 4 Series,2019,24490,Semi-Auto,7604,1,150,65.7,2.0,0,0,1
3108, 4 Series,2019,25490,Semi-Auto,6782,2,150,48.7,2.0,0,0,1
3109, 4 Series,2019,27290,Semi-Auto,4476,1,145,58.9,2.0,0,0,1
3110, X1,2019,30990,Semi-Auto,7250,1,145,36.7,2.0,0,0,1
3111, X2,2019,27990,Semi-Auto,4362,2,145,39.2,2.0,0,0,1
3112, 4 Series,2018,20590,Semi-Auto,30000,2,150,48.7,2.0,0,0,1
3113, 4 Series,2018,20590,Semi-Auto,16500,2,150,48.7,2.0,0,0,1
3115, X4,2019,37990,Semi-Auto,9168,1,150,40.9,3.0,0,0,1
3116, X4,2019,35990,Semi-Auto,3098,1,150,42.8,2.0,0,0,1
3117, i8,2018,64980,Automatic,4477,3,135,141.2,1.5,1,0,0
3118, M4,2015,29490,Semi-Auto,37724,2,325,32.5,3.0,0,0,1
3119, 4 Series,2019,31980,Automatic,10,2,145,45.6,2.0,1,0,0
3120, 3 Series,2019,25980,Semi-Auto,3317,1,145,52.3,2.0,0,0,1
3121, X5,2019,51000,Semi-Auto,3536,2,145,27.2,3.0,0,0,1
3122, M4,2019,46000,Semi-Auto,1501,2,145,32.5,3.0,0,0,1
3123, 5 Series,2019,28790,Semi-Auto,5432,1,145,60.1,2.0,0,0,1
3124, 5 Series,2019,26400,Semi-Auto,4237,2,145,50.4,2.0,0,0,1
3125, 7 Series,2019,52490,Semi-Auto,3200,1,145,44.1,3.0,0,0,1
3126, 8 Series,2019,59790,Semi-Auto,1600,2,145,33.2,3.0,0,0,1
3127, X1,2015,17291,Semi-Auto,29135,1,125,57.6,2.0,0,0,1
3128, 3 Series,2015,12567,Automatic,24619,1,20,74.3,2.0,1,0,0
3129, 3 Series,2017,15460,Semi-Auto,24628,2,145,47.9,2.0,0,0,1
3130, 1 Series,2016,18951,Semi-Auto,38478,2,200,39.8,3.0,0,0,1
3131, 5 Series,2014,10270,Automatic,71302,1,30,62.8,2.0,1,0,0
3132, 3 Series,2015,9802,Manual,61887,1,30,62.8,2.0,0,1,0
3133, 2 Series,2018,16347,Manual,11141,2,145,42.2,1.5,0,1,0
3134, 3 Series,2016,17498,Semi-Auto,28897,1,145,54.3,3.0,0,0,1
3135, X5,2016,27980,Automatic,31664,1,160,50.4,2.0,1,0,0
3136, X4,2017,26491,Semi-Auto,30485,1,150,47.9,3.0,0,0,1
3137, 4 Series,2016,17340,Semi-Auto,33011,1,30,65.7,2.0,0,0,1
3138, 3 Series,2019,35230,Semi-Auto,4602,3,135,8.8,2.0,0,0,1
3139, X6,2018,37980,Semi-Auto,11188,1,150,40.9,3.0,0,0,1
3140, X3,2019,41980,Semi-Auto,6501,1,150,36.7,3.0,0,0,1
3141, 3 Series,2019,29980,Semi-Auto,8127,1,145,48.7,2.0,0,0,1
3142, 5 Series,2019,30980,Automatic,3718,1,145,62.8,2.0,1,0,0
3143, X5,2019,49980,Automatic,3951,1,145,37.7,3.0,1,0,0
3144, X1,2019,25480,Semi-Auto,5163,2,145,39.2,2.0,0,0,1
3145, X2,2019,28980,Automatic,1325,2,145,39.2,2.0,1,0,0
3146, 5 Series,2019,30980,Semi-Auto,2420,3,135,156.9,2.0,0,0,1
3147, 5 Series,2019,30980,Semi-Auto,2215,3,135,156.9,2.0,0,0,1
3148, 4 Series,2016,19480,Semi-Auto,52783,2,235,38.2,3.0,0,0,1
3149, X1,2016,17980,Semi-Auto,28322,1,125,57.6,2.0,0,0,1
3150, 1 Series,2016,14990,Manual,10937,1,30,65.7,2.0,0,1,0
3151, X1,2017,20991,Semi-Auto,25839,2,160,44.8,2.0,0,0,1
3152, 1 Series,2016,19290,Semi-Auto,21132,2,235,37.7,3.0,0,0,1
3153, 2 Series,2016,15690,Semi-Auto,18586,2,125,51.4,1.5,0,0,1
3154, X3,2019,32660,Semi-Auto,6962,1,145,48.7,3.0,0,0,1
3155, M4,2015,29997,Semi-Auto,20100,2,300,34.0,3.0,0,0,1
3156, 1 Series,2019,20980,Manual,4630,2,145,44.1,1.5,0,1,0
3157, 2 Series,2019,21980,Automatic,6258,3,135,148.7,1.5,1,0,0
3158, 1 Series,2019,17980,Semi-Auto,10672,1,145,74.3,2.0,0,0,1
3159, X3,2015,19980,Semi-Auto,37790,1,150,54.3,2.0,0,0,1
3160, 7 Series,2019,47980,Semi-Auto,12038,1,150,44.1,3.0,0,0,1
3161, X3,2019,32980,Semi-Auto,1961,1,150,54.3,2.0,0,0,1
3162, 5 Series,2019,31480,Semi-Auto,4659,1,150,60.1,3.0,0,0,1
3163, X1,2013,12680,Manual,32543,2,200,40.9,2.0,0,1,0
3164, 1 Series,2016,16480,Semi-Auto,20308,2,145,47.9,1.6,0,0,1
3165, X1,2019,27980,Semi-Auto,5845,1,145,50.4,2.0,0,0,1
3166, 3 Series,2019,29480,Manual,2802,1,145,54.3,2.0,0,1,0
3167, 5 Series,2017,24480,Semi-Auto,26971,1,145,62.8,2.0,0,0,1
3168, 2 Series,2020,20980,Manual,10,2,145,52.3,1.5,0,1,0
3169, 1 Series,2016,14480,Semi-Auto,37529,1,20,68.9,1.5,0,0,1
3170, X4,2019,36980,Semi-Auto,2740,1,145,42.8,2.0,0,0,1
3171, 5 Series,2019,31490,Semi-Auto,2019,2,150,48.7,2.0,0,0,1
3172, 3 Series,2019,27480,Semi-Auto,9155,2,145,41.5,2.0,0,0,1
3173, X1,2019,26490,Semi-Auto,9113,1,145,50.4,2.0,0,0,1
3174, 3 Series,2020,31980,Semi-Auto,10,1,145,50.4,2.0,0,0,1
3175, X5,2019,56980,Semi-Auto,11449,1,145,33.6,3.0,0,0,1
3176, M2,2019,45980,Semi-Auto,1287,2,145,29.1,3.0,0,0,1
3177, X2,2019,31980,Semi-Auto,1151,1,145,50.4,2.0,0,0,1
3178, 6 Series,2019,33980,Semi-Auto,10813,1,145,53.3,3.0,0,0,1
3179, 3 Series,2019,27480,Semi-Auto,6113,2,145,42.2,2.0,0,0,1
3180, X3,2019,36490,Automatic,5277,1,145,48.7,3.0,1,0,0
3181, X5,2019,47980,Automatic,8548,1,145,37.7,3.0,1,0,0
3182, 1 Series,2019,19480,Automatic,6993,1,145,67.3,2.0,1,0,0
3183, X5,2019,46980,Automatic,5073,1,145,37.7,3.0,1,0,0
3184, 4 Series,2019,23480,Automatic,5738,1,145,65.7,2.0,1,0,0
3185, X5,2019,46980,Semi-Auto,8371,1,145,37.7,3.0,0,0,1
3186, 1 Series,2019,20990,Automatic,7990,1,145,65.7,2.0,1,0,0
3187, 4 Series,2019,25990,Automatic,6519,1,145,58.9,2.0,1,0,0
3188, 3 Series,2016,14250,Manual,27779,1,30,64.2,2.0,0,1,0
3189, 3 Series,2016,17647,Automatic,20793,1,145,56.5,3.0,1,0,0
3190, 3 Series,2015,18907,Automatic,27649,2,260,36.7,3.0,1,0,0
3191, X1,2018,21947,Automatic,7283,2,145,39.2,2.0,1,0,0
3192, Z4,2020,32490,Semi-Auto,10,2,145,37.2,2.0,0,0,1
3193, X2,2020,24990,Semi-Auto,10,1,145,47.9,2.0,0,0,1
3194, 2 Series,2020,20980,Semi-Auto,10,2,145,50.4,1.5,0,0,1
3196, 1 Series,2018,17980,Manual,8067,2,145,52.3,1.5,0,1,0
3197, 1 Series,2017,15490,Semi-Auto,28646,1,145,68.9,2.0,0,0,1
3198, 5 Series,2017,25980,Semi-Auto,15856,2,200,39.2,3.0,0,0,1
3199, X1,2017,20980,Semi-Auto,21330,2,160,44.8,2.0,0,0,1
3200, 4 Series,2015,17980,Semi-Auto,35255,2,160,44.1,2.0,0,0,1
3201, 1 Series,2017,18480,Manual,39201,2,150,36.2,3.0,0,1,0
3202, X1,2019,26480,Semi-Auto,3737,2,150,48.7,2.0,0,0,1
3203, 4 Series,2019,23480,Semi-Auto,7107,2,150,48.7,2.0,0,0,1
3204, X1,2017,20980,Semi-Auto,31630,1,150,55.4,2.0,0,0,1
3205, X6,2015,26980,Semi-Auto,51447,1,205,47.1,3.0,0,0,1
3206, 4 Series,2018,24990,Semi-Auto,16790,1,150,60.1,2.0,0,0,1
3207, 3 Series,2017,16690,Manual,14348,2,150,48.7,2.0,0,1,0
3208, 1 Series,2013,8990,Manual,37233,2,150,49.6,1.6,0,1,0
3209, 4 Series,2018,18797,Manual,9788,1,145,62.8,2.0,0,1,0
3210, 4 Series,2018,18997,Manual,8269,1,145,62.8,2.0,0,1,0
3211, 4 Series,2014,11870,Semi-Auto,77209,1,125,60.1,2.0,0,0,1
3212, 5 Series,2014,14090,Semi-Auto,62890,1,160,51.4,3.0,0,0,1
3213, 1 Series,2016,9891,Manual,49811,1,0,83.1,1.5,0,1,0
3214, 6 Series,2020,37980,Semi-Auto,11,1,145,53.3,3.0,0,0,1
3215, 3 Series,2019,27490,Semi-Auto,13994,2,145,42.2,2.0,0,0,1
3216, 3 Series,2015,15980,Semi-Auto,30569,1,30,62.8,2.0,0,0,1
3217, X1,2019,27980,Semi-Auto,3782,2,145,48.7,2.0,0,0,1
3218, X1,2016,18187,Automatic,21225,1,125,57.6,2.0,1,0,0
3219, X6,2019,58480,Semi-Auto,2018,2,145,26.4,3.0,0,0,1
3220, X5,2014,23980,Automatic,51252,1,200,45.6,3.0,1,0,0
3221, 6 Series,2020,34490,Semi-Auto,5,2,145,42.8,2.0,0,0,1
3222, 3 Series,2016,13980,Semi-Auto,40146,2,145,47.9,2.0,0,0,1
3223, 1 Series,2019,20980,Manual,3483,2,145,44.1,1.5,0,1,0
3224, 3 Series,2019,26980,Semi-Auto,5966,1,145,52.3,2.0,0,0,1
3225, 3 Series,2019,24480,Semi-Auto,5776,1,145,55.4,2.0,0,0,1
3226, X2,2019,28490,Semi-Auto,4161,1,145,58.9,2.0,0,0,1
3227, X1,2019,26480,Semi-Auto,2372,2,150,48.7,2.0,0,0,1
3228, X2,2019,27980,Semi-Auto,3690,2,150,39.2,2.0,0,0,1
3229, X1,2016,16150,Semi-Auto,36956,1,30,65.7,2.0,0,0,1
3230, 1 Series,2018,16991,Manual,27500,1,150,62.8,2.0,0,1,0
3231, X1,2016,14991,Manual,21242,1,20,68.9,2.0,0,1,0
3232, X1,2017,22491,Semi-Auto,16578,1,150,57.6,2.0,0,0,1
3233, 5 Series,2017,24171,Semi-Auto,10131,1,125,60.1,2.0,0,0,1
3234, 3 Series,2017,16891,Manual,17907,2,150,43.5,2.0,0,1,0
3235, 2 Series,2020,20980,Semi-Auto,9,2,150,50.4,1.5,0,0,1
3236, 3 Series,2020,32450,Semi-Auto,104,2,150,40.4,2.0,0,0,1
3237, 1 Series,2019,32990,Semi-Auto,3883,2,145,34.5,2.0,0,0,1
3238, 5 Series,2019,34990,Semi-Auto,3425,1,145,60.1,2.0,0,0,1
3239, 3 Series,2016,14920,Automatic,59695,1,145,56.5,3.0,1,0,0
3240, 3 Series,2016,13207,Automatic,32672,2,125,51.4,1.5,1,0,0
3241, 3 Series,2017,17710,Automatic,45646,1,145,56.5,3.0,1,0,0
3242, X1,2018,23310,Automatic,12857,1,145,60.1,2.0,1,0,0
3243, 5 Series,2018,25450,Automatic,19486,3,135,156.9,2.0,1,0,0
3244, 4 Series,2015,16514,Semi-Auto,33802,1,30,65.7,2.0,0,0,1
3245, 1 Series,2016,13553,Manual,17787,2,125,52.3,1.5,0,1,0
3246, X4,2019,37980,Semi-Auto,1852,1,145,40.4,3.0,0,0,1
3247, 5 Series,2020,34840,Semi-Auto,105,3,145,44.8,2.0,0,0,1
3248, X4,2019,35480,Semi-Auto,7414,1,145,42.8,2.0,0,0,1
3249, 5 Series,2015,18995,Semi-Auto,15804,1,160,50.4,3.0,0,0,1
3250, X1,2016,17195,Manual,18960,1,125,60.1,2.0,0,1,0
3251, 3 Series,2017,15995,Automatic,24624,2,145,51.4,2.0,1,0,0
3252, 3 Series,2015,16350,Semi-Auto,21000,2,160,43.5,2.0,0,0,1
3253, 2 Series,2017,15950,Semi-Auto,29000,1,125,57.6,2.0,0,0,1
3254, 3 Series,2017,15995,Semi-Auto,34700,1,150,64.2,2.0,0,0,1
3255, 4 Series,2016,17029,Automatic,35444,1,30,65.7,2.0,1,0,0
3256, 4 Series,2018,18280,Manual,17024,2,145,46.3,2.0,0,1,0
3257, 3 Series,2016,18080,Automatic,22186,2,200,43.5,2.0,1,0,0
3258, 1 Series,2017,18690,Automatic,26140,1,145,61.4,2.0,1,0,0
3259, X4,2019,40990,Semi-Auto,10,1,145,40.9,3.0,0,0,1
3260, X3,2019,34990,Automatic,10,1,145,54.3,2.0,1,0,0
3261, X3,2019,37990,Semi-Auto,3934,1,145,54.3,2.0,0,0,1
3262, 3 Series,2019,39980,Semi-Auto,3007,2,150,34.9,3.0,0,0,1
3263, 3 Series,2017,14990,Manual,18452,1,30,67.3,2.0,0,1,0
3264, 2 Series,2017,13990,Semi-Auto,18847,2,150,55.4,1.5,0,0,1
3265, X3,2020,42990,Semi-Auto,6235,1,150,36.7,3.0,0,0,1
3266, 1 Series,2020,28990,Semi-Auto,1129,1,150,51.4,2.0,0,0,1
3267, 5 Series,2019,26990,Semi-Auto,13929,1,150,65.7,2.0,0,0,1
3268, X5,2019,51990,Semi-Auto,102,1,150,37.7,3.0,0,0,1
3269, X5,2019,54995,Semi-Auto,102,1,150,37.7,3.0,0,0,1
3270, 2 Series,2020,23990,Semi-Auto,105,1,145,47.1,2.0,0,0,1
3271, Z4,2020,29990,Semi-Auto,11,2,145,38.7,2.0,0,0,1
3272, 3 Series,2020,28990,Semi-Auto,14,1,145,50.4,2.0,0,0,1
3273, 5 Series,2020,27980,Semi-Auto,105,3,145,52.3,2.0,0,0,1
3274, 5 Series,2020,28990,Semi-Auto,103,2,145,50.4,2.0,0,0,1
3275, 3 Series,2018,18500,Semi-Auto,30749,1,145,60.1,2.0,0,0,1
3276, 1 Series,2018,14724,Manual,24676,1,145,62.8,2.0,0,1,0
3277, i3,2016,16482,Automatic,43695,3,0,470.8,0.0,1,0,0
3278, 2 Series,2014,17998,Semi-Auto,17787,2,260,37.2,3.0,0,0,1
3279, 3 Series,2019,29998,Semi-Auto,8421,1,150,52.3,2.0,0,0,1
3280, 4 Series,2019,24490,Automatic,4469,2,145,48.7,2.0,1,0,0
3281, 2 Series,2019,19490,Manual,5512,2,145,42.8,1.5,0,1,0
3282, 2 Series,2019,18480,Manual,10250,2,145,42.2,1.5,0,1,0
3283, 4 Series,2018,21980,Semi-Auto,10030,1,145,65.7,2.0,0,0,1
3284, 2 Series,2020,20980,Semi-Auto,13,2,145,50.4,1.5,0,0,1
3285, M4,2019,49980,Semi-Auto,934,2,150,34.0,3.0,0,0,1
3286, 1 Series,2016,18990,Semi-Auto,11538,2,200,39.8,3.0,0,0,1
3287, 3 Series,2019,24990,Manual,3271,1,145,64.2,2.0,0,1,0
3288, X5,2019,49990,Semi-Auto,102,1,150,37.7,3.0,0,0,1
3289, 2 Series,2015,15980,Semi-Auto,38403,1,125,58.9,2.0,0,0,1
3290, 3 Series,2020,24990,Manual,101,1,150,56.5,2.0,0,1,0
3291, 5 Series,2020,33850,Semi-Auto,103,3,150,44.8,2.0,0,0,1
3292, 3 Series,2015,15990,Semi-Auto,46486,2,150,48.7,2.0,0,0,1
3293, X2,2020,34990,Semi-Auto,103,2,150,34.0,2.0,0,0,1
3294, Z4,2020,34990,Semi-Auto,101,2,150,37.2,2.0,0,0,1
3295, 4 Series,2016,15990,Semi-Auto,39024,1,30,65.7,2.0,0,0,1
3296, 4 Series,2018,21850,Semi-Auto,29101,1,145,65.7,2.0,0,0,1
3297, 1 Series,2019,21990,Manual,1834,1,145,56.5,2.0,0,1,0
3298, 2 Series,2017,17450,Manual,22661,1,150,62.8,1.5,0,1,0
3299, X3,2019,35990,Semi-Auto,21767,2,150,34.5,3.0,0,0,1
3300, 1 Series,2020,23990,Manual,3399,1,150,53.3,2.0,0,1,0
